path|file_name|extension|size_bytes|git_status|ignored_by|module|area|source_set|probable_owner|file_role|created_or_first_seen_commit|last_meaningful_commit|current_references|classification|recommended_disposition|confidence|risk_if_removed|evidence|superseded_by|notes
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeArmSource.java|TradeArmSource.java|.java|128|tracked||platform-core|domain/trade|main||Domain model: TradeArmSource|0316a70|aac34ce||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeArmSource||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeJournalActorType.java|TradeJournalActorType.java|.java|105|tracked||platform-core|domain/trade|main||Domain model: TradeJournalActorType|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeJournalActorType||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeJournalEntityType.java|TradeJournalEntityType.java|.java|138|tracked||platform-core|domain/trade|main||Domain model: TradeJournalEntityType|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeJournalEntityType||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeJournalEntry.java|TradeJournalEntry.java|.java|1056|tracked||platform-core|domain/trade|main||Domain model: TradeJournalEntry|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeJournalEntry||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeJournalEventCode.java|TradeJournalEventCode.java|.java|279|tracked||platform-core|domain/trade|main||Domain model: TradeJournalEventCode|0316a70|99ded5b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeJournalEventCode||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeOutcome.java|TradeOutcome.java|.java|830|tracked||platform-core|domain/trade|main||Domain model: TradeOutcome|141b49d|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeOutcome||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/trade/TradeSide.java|TradeSide.java|.java|88|tracked||platform-core|domain/trade|main||Domain model: TradeSide|141b49d|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: TradeSide||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/venue/InstrumentMetadata.java|InstrumentMetadata.java|.java|1295|tracked||platform-core|domain/venue|main||Domain model: InstrumentMetadata|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: InstrumentMetadata||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/venue/InstrumentStatus.java|InstrumentStatus.java|.java|117|tracked||platform-core|domain/venue|main||Domain model: InstrumentStatus|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: InstrumentStatus||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/venue/VenueAccessMode.java|VenueAccessMode.java|.java|187|tracked||platform-core|domain/venue|main||Domain model: VenueAccessMode|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: VenueAccessMode||Immutable domain record
platform-core/src/main/java/com/crypto/funding/domain/venue/VenueConnectionStatus.java|VenueConnectionStatus.java|.java|166|tracked||platform-core|domain/venue|main||Domain model: VenueConnectionStatus|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Domain model: VenueConnectionStatus||Immutable domain record
platform-core/src/main/java/com/crypto/funding/symbol/SymbolMapper.java|SymbolMapper.java|.java|1476|tracked||platform-core|symbol|main||Symbol normalization|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Symbol normalization||Platform-core utility
platform-core/src/test/java/com/crypto/funding/contract/engine/EngineMetricsSnapshotContractTest.java|EngineMetricsSnapshotContractTest.java|.java|5287|tracked||platform-core|contract/engine|test||Platform-core test|0a0d1eb|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/DomainModelInvariantTest.java|DomainModelInvariantTest.java|.java|2735|tracked||platform-core|domain|test||Platform-core test|141b49d|7cc4699||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/autoapproval/AutoApprovalEvaluatorTest.java|AutoApprovalEvaluatorTest.java|.java|9864|tracked||platform-core|domain/autoapproval|test||Platform-core test|aac34ce|aac34ce||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/execution/ExecutionDomainInvariantTest.java|ExecutionDomainInvariantTest.java|.java|2722|tracked||platform-core|domain/execution|test||Platform-core test|0a0d1eb|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/execution/OrderAttemptTest.java|OrderAttemptTest.java|.java|8402|tracked||platform-core|domain/execution|test||Platform-core test|0a0d1eb|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/execution/OrderIntentTest.java|OrderIntentTest.java|.java|2377|tracked||platform-core|domain/execution|test||Platform-core test|0a0d1eb|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
platform-core/src/test/java/com/crypto/funding/domain/liquidity/LiquidityCalculatorTest.java|LiquidityCalculatorTest.java|.java|9630|tracked||platform-core|domain/liquidity|test||Platform-core test|26146fa|26146fa||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Platform-core test||Includes pitest target classes
scripts/ci-failure-analysis.sh|ci-failure-analysis.sh|.sh|2563|tracked||scripts|ci-failure-analysis.sh|||Shell script: ci-failure-analysis.sh|b9391a5|ae26934||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Shell script: ci-failure-analysis.sh||Operational script
scripts/deepseek.sh|deepseek.sh|.sh|698|tracked||scripts|deepseek.sh|||Shell script: deepseek.sh|b9391a5|b9391a5||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Shell script: deepseek.sh||Operational script
scripts/error-monitor.sh|error-monitor.sh|.sh|3842|tracked||scripts|error-monitor.sh|||Shell script: error-monitor.sh|b9391a5|b9391a5||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Shell script: error-monitor.sh||Operational script
scripts/error_monitor/__init__.py|__init__.py|.py|0|tracked||scripts|error_monitor/__init__.py|||Python script: __init__.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: __init__.py||PR review / error monitor
scripts/error_monitor/analyzer.py|analyzer.py|.py|4000|tracked||scripts|error_monitor/analyzer.py|||Python script: analyzer.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: analyzer.py||PR review / error monitor
scripts/error_monitor/collector.py|collector.py|.py|2927|tracked||scripts|error_monitor/collector.py|||Python script: collector.py|51bab94|fbb9985||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: collector.py||PR review / error monitor
scripts/error_monitor/extractor.py|extractor.py|.py|4570|tracked||scripts|error_monitor/extractor.py|||Python script: extractor.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: extractor.py||PR review / error monitor
scripts/error_monitor/fingerprint.py|fingerprint.py|.py|2663|tracked||scripts|error_monitor/fingerprint.py|||Python script: fingerprint.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: fingerprint.py||PR review / error monitor
scripts/error_monitor/github_client.py|github_client.py|.py|4183|tracked||scripts|error_monitor/github_client.py|||Python script: github_client.py|51bab94|1799859||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: github_client.py||PR review / error monitor
scripts/error_monitor/main.py|main.py|.py|8836|tracked||scripts|error_monitor/main.py|||Python script: main.py|51bab94|1aa1f65||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: main.py||PR review / error monitor
scripts/error_monitor/models.py|models.py|.py|866|tracked||scripts|error_monitor/models.py|||Python script: models.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: models.py||PR review / error monitor
scripts/error_monitor/quality_gate.py|quality_gate.py|.py|1601|tracked||scripts|error_monitor/quality_gate.py|||Python script: quality_gate.py|51bab94|1aa1f65||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: quality_gate.py||PR review / error monitor
scripts/error_monitor/renderer.py|renderer.py|.py|1415|tracked||scripts|error_monitor/renderer.py|||Python script: renderer.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: renderer.py||PR review / error monitor
scripts/error_monitor/sanitizer.py|sanitizer.py|.py|2546|tracked||scripts|error_monitor/sanitizer.py|||Python script: sanitizer.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: sanitizer.py||PR review / error monitor
scripts/error_monitor/telegram_notifier.py|telegram_notifier.py|.py|5614|tracked||scripts|error_monitor/telegram_notifier.py|||Python script: telegram_notifier.py|1aa1f65|1aa1f65||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: telegram_notifier.py||PR review / error monitor
scripts/pr-review.sh|pr-review.sh|.sh|3144|tracked||scripts|pr-review.sh|||Shell script: pr-review.sh|b9391a5|b9391a5||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Shell script: pr-review.sh||Operational script
scripts/pr_review/__init__.py|__init__.py|.py|373|tracked||scripts|pr_review/__init__.py|||Python script: __init__.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: __init__.py||PR review / error monitor
scripts/pr_review/__pycache__/__init__.cpython-314.pyc|__init__.cpython-314.pyc|.pyc|696|tracked||scripts|pr_review/__pycache__/__init__.cpython-314.pyc|||Script: __init__.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: __init__.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/collector.cpython-314.pyc|collector.cpython-314.pyc|.pyc|8234|tracked||scripts|pr_review/__pycache__/collector.cpython-314.pyc|||Script: collector.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: collector.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/decision_policy.cpython-314.pyc|decision_policy.cpython-314.pyc|.pyc|1435|tracked||scripts|pr_review/__pycache__/decision_policy.cpython-314.pyc|||Script: decision_policy.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: decision_policy.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/deduplicator.cpython-314.pyc|deduplicator.cpython-314.pyc|.pyc|2768|tracked||scripts|pr_review/__pycache__/deduplicator.cpython-314.pyc|||Script: deduplicator.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: deduplicator.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/models.cpython-314.pyc|models.cpython-314.pyc|.pyc|2460|tracked||scripts|pr_review/__pycache__/models.cpython-314.pyc|||Script: models.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: models.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/parser.cpython-314.pyc|parser.cpython-314.pyc|.pyc|8441|tracked||scripts|pr_review/__pycache__/parser.cpython-314.pyc|||Script: parser.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: parser.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/quality_gate.cpython-314.pyc|quality_gate.cpython-314.pyc|.pyc|988|tracked||scripts|pr_review/__pycache__/quality_gate.cpython-314.pyc|||Script: quality_gate.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: quality_gate.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/renderer.cpython-314.pyc|renderer.cpython-314.pyc|.pyc|8644|tracked||scripts|pr_review/__pycache__/renderer.cpython-314.pyc|||Script: renderer.cpython-314.pyc|0b8dac8|0bad861||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: renderer.cpython-314.pyc||Script directory
scripts/pr_review/__pycache__/sanitizer.cpython-314.pyc|sanitizer.cpython-314.pyc|.pyc|762|tracked||scripts|pr_review/__pycache__/sanitizer.cpython-314.pyc|||Script: sanitizer.cpython-314.pyc|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|MEDIUM|MEDIUM|Script: sanitizer.cpython-314.pyc||Script directory
scripts/pr_review/client.py|client.py|.py|1326|tracked||scripts|pr_review/client.py|||Python script: client.py|0b8dac8|cac88b1||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: client.py||PR review / error monitor
scripts/pr_review/collector.py|collector.py|.py|4332|tracked||scripts|pr_review/collector.py|||Python script: collector.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: collector.py||PR review / error monitor
scripts/pr_review/decision_policy.py|decision_policy.py|.py|610|tracked||scripts|pr_review/decision_policy.py|||Python script: decision_policy.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: decision_policy.py||PR review / error monitor
scripts/pr_review/deduplicator.py|deduplicator.py|.py|1435|tracked||scripts|pr_review/deduplicator.py|||Python script: deduplicator.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: deduplicator.py||PR review / error monitor
scripts/pr_review/github_client.py|github_client.py|.py|3541|tracked||scripts|pr_review/github_client.py|||Python script: github_client.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: github_client.py||PR review / error monitor
scripts/pr_review/main.py|main.py|.py|5484|tracked||scripts|pr_review/main.py|||Python script: main.py|0b8dac8|4f63b52||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: main.py||PR review / error monitor
scripts/pr_review/models.py|models.py|.py|1434|tracked||scripts|pr_review/models.py|||Python script: models.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: models.py||PR review / error monitor
scripts/pr_review/parser.py|parser.py|.py|6646|tracked||scripts|pr_review/parser.py|||Python script: parser.py|0b8dac8|cac88b1||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: parser.py||PR review / error monitor
scripts/pr_review/prompt_builder.py|prompt_builder.py|.py|5720|tracked||scripts|pr_review/prompt_builder.py|||Python script: prompt_builder.py|0b8dac8|ae26934||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: prompt_builder.py||PR review / error monitor
scripts/pr_review/quality_gate.py|quality_gate.py|.py|483|tracked||scripts|pr_review/quality_gate.py|||Python script: quality_gate.py|0b8dac8|826a029||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: quality_gate.py||PR review / error monitor
scripts/pr_review/renderer.py|renderer.py|.py|5607|tracked||scripts|pr_review/renderer.py|||Python script: renderer.py|0b8dac8|ae26934||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: renderer.py||PR review / error monitor
scripts/tests/__init__.py|__init__.py|.py|0|tracked||scripts|tests/__init__.py|||Python script: __init__.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: __init__.py||PR review / error monitor
scripts/tests/test_analyzer.py|test_analyzer.py|.py|2401|tracked||scripts|tests/test_analyzer.py|||Python script: test_analyzer.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_analyzer.py||PR review / error monitor
scripts/tests/test_extractor.py|test_extractor.py|.py|2789|tracked||scripts|tests/test_extractor.py|||Python script: test_extractor.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_extractor.py||PR review / error monitor
scripts/tests/test_fingerprint.py|test_fingerprint.py|.py|2660|tracked||scripts|tests/test_fingerprint.py|||Python script: test_fingerprint.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_fingerprint.py||PR review / error monitor
scripts/tests/test_pr_review_collector.py|test_pr_review_collector.py|.py|2388|tracked||scripts|tests/test_pr_review_collector.py|||Python script: test_pr_review_collector.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_collector.py||PR review / error monitor
scripts/tests/test_pr_review_decision_policy.py|test_pr_review_decision_policy.py|.py|2144|tracked||scripts|tests/test_pr_review_decision_policy.py|||Python script: test_pr_review_decision_policy.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_decision_policy.py||PR review / error monitor
scripts/tests/test_pr_review_deduplicator.py|test_pr_review_deduplicator.py|.py|2822|tracked||scripts|tests/test_pr_review_deduplicator.py|||Python script: test_pr_review_deduplicator.py|0b8dac8|0b8dac8||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_deduplicator.py||PR review / error monitor
scripts/tests/test_pr_review_parser.py|test_pr_review_parser.py|.py|4966|tracked||scripts|tests/test_pr_review_parser.py|||Python script: test_pr_review_parser.py|0b8dac8|cac88b1||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_parser.py||PR review / error monitor
scripts/tests/test_pr_review_quality_gate.py|test_pr_review_quality_gate.py|.py|3021|tracked||scripts|tests/test_pr_review_quality_gate.py|||Python script: test_pr_review_quality_gate.py|0b8dac8|d438364||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_quality_gate.py||PR review / error monitor
scripts/tests/test_pr_review_renderer.py|test_pr_review_renderer.py|.py|5462|tracked||scripts|tests/test_pr_review_renderer.py|||Python script: test_pr_review_renderer.py|0b8dac8|ae26934||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_pr_review_renderer.py||PR review / error monitor
scripts/tests/test_quality_gate.py|test_quality_gate.py|.py|2562|tracked||scripts|tests/test_quality_gate.py|||Python script: test_quality_gate.py|51bab94|1aa1f65||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_quality_gate.py||PR review / error monitor
scripts/tests/test_sanitizer.py|test_sanitizer.py|.py|2857|tracked||scripts|tests/test_sanitizer.py|||Python script: test_sanitizer.py|51bab94|51bab94||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_sanitizer.py||PR review / error monitor
scripts/tests/test_telegram_notifier.py|test_telegram_notifier.py|.py|3148|tracked||scripts|tests/test_telegram_notifier.py|||Python script: test_telegram_notifier.py|1aa1f65|1aa1f65||ACTIVE_OPERATIONS|KEEP|VERIFIED|MEDIUM|Python script: test_telegram_notifier.py||PR review / error monitor
settings.gradle|settings.gradle|.gradle|220|tracked||root|root|||Module inclusion|207ce46|ff01f3b||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Module inclusion||Gradle settings
single_funding.sql|single_funding.sql|.sql|1515|tracked||root|root|||Ad-hoc query for manual use|147a6d8|253aafd||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Ad-hoc query for manual use||SQL utility
tasks/B-1-bybit-geo-block.md|B-1-bybit-geo-block.md|.md|260|tracked||tasks|B-1-bybit-geo-block.md|||Bug/feature task: B-1-bybit-geo-block.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: B-1-bybit-geo-block.md||Development task
tasks/B-2-engine-credentials-ui.md|B-2-engine-credentials-ui.md|.md|397|tracked||tasks|B-2-engine-credentials-ui.md|||Bug/feature task: B-2-engine-credentials-ui.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: B-2-engine-credentials-ui.md||Development task
tasks/B-3-engine-flags-not-visible.md|B-3-engine-flags-not-visible.md|.md|345|tracked||tasks|B-3-engine-flags-not-visible.md|||Bug/feature task: B-3-engine-flags-not-visible.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: B-3-engine-flags-not-visible.md||Development task
tasks/B-4-armed-trade-timing-defaults.md|B-4-armed-trade-timing-defaults.md|.md|1312|tracked||tasks|B-4-armed-trade-timing-defaults.md|||Bug/feature task: B-4-armed-trade-timing-defaults.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: B-4-armed-trade-timing-defaults.md||Development task
tasks/B-5-engine-credentials-from-monitor.md|B-5-engine-credentials-from-monitor.md|.md|2923|tracked||tasks|B-5-engine-credentials-from-monitor.md|||Bug/feature task: B-5-engine-credentials-from-monitor.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: B-5-engine-credentials-from-monitor.md||Development task
tasks/F-1-latency-ui.md|F-1-latency-ui.md|.md|224|tracked||tasks|F-1-latency-ui.md|||Bug/feature task: F-1-latency-ui.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: F-1-latency-ui.md||Development task
tasks/F-2-production-deployment.md|F-2-production-deployment.md|.md|211|tracked||tasks|F-2-production-deployment.md|||Bug/feature task: F-2-production-deployment.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: F-2-production-deployment.md||Development task
tasks/F-3-autonomous-loop-testing.md|F-3-autonomous-loop-testing.md|.md|241|tracked||tasks|F-3-autonomous-loop-testing.md|||Bug/feature task: F-3-autonomous-loop-testing.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: F-3-autonomous-loop-testing.md||Development task
tasks/F-4-ai-advisor-quality-loop.md|F-4-ai-advisor-quality-loop.md|.md|276|tracked||tasks|F-4-ai-advisor-quality-loop.md|||Bug/feature task: F-4-ai-advisor-quality-loop.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: F-4-ai-advisor-quality-loop.md||Development task
tasks/F-5-engine-status-ui.md|F-5-engine-status-ui.md|.md|316|tracked||tasks|F-5-engine-status-ui.md|||Bug/feature task: F-5-engine-status-ui.md|7c08bb3|7c08bb3||ACTIVE_OPERATIONS|KEEP|HIGH|LOW|Bug/feature task: F-5-engine-status-ui.md||Development task
tasks/README.md|README.md|.md|1805|tracked||tasks|README.md|||Tasks README|7c08bb3|7c08bb3||ACTIVE_DOCUMENTATION|KEEP|HIGH|LOW|Tasks README||Task directory readme
telegram-bot-app/build.gradle|build.gradle|.gradle|691|tracked||telegram-bot-app|build.gradle|||Module telegram-bot-app build config|ff01f3b|ff01f3b||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Module telegram-bot-app build config||Gradle module build
telegram-bot-app/src/main/java/com/crypto/funding/telegram/TelegramBotApplication.java|TelegramBotApplication.java|.java|781|tracked||telegram-bot-app|telegram|main||Bot entry point|ff01f3b|ff01f3b||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|HIGH|Bot entry point||Spring Boot app
telegram-bot-app/src/main/java/com/crypto/funding/telegram/bot/CommandRouter.java|CommandRouter.java|.java|5417|tracked||telegram-bot-app|telegram/bot|main||Telegram bot: CommandRouter|ff01f3b|1a4157a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: CommandRouter||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/bot/FundingBot.java|FundingBot.java|.java|2853|tracked||telegram-bot-app|telegram/bot|main||Telegram bot: FundingBot|ff01f3b|5b6cb77||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: FundingBot||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/bot/MessageFormatter.java|MessageFormatter.java|.java|13092|tracked||telegram-bot-app|telegram/bot|main||Telegram bot: MessageFormatter|ff01f3b|bb9f165||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: MessageFormatter||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/client/MonitorApiClient.java|MonitorApiClient.java|.java|1092|tracked||telegram-bot-app|telegram/client|main||Telegram bot: MonitorApiClient|ff01f3b|eadcbda||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: MonitorApiClient||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/client/PageResponse.java|PageResponse.java|.java|200|tracked||telegram-bot-app|telegram/client|main||Telegram bot: PageResponse|ff01f3b|ff01f3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: PageResponse||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/client/dto/ArmedTradeSummary.java|ArmedTradeSummary.java|.java|442|tracked||telegram-bot-app|telegram/client/dto|main||Telegram bot: ArmedTradeSummary|eadcbda|eadcbda||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: ArmedTradeSummary||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/client/dto/CandidateSummary.java|CandidateSummary.java|.java|974|tracked||telegram-bot-app|telegram/client/dto|main||Telegram bot: CandidateSummary|ff01f3b|ff01f3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: CandidateSummary||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/client/dto/MonitorOverview.java|MonitorOverview.java|.java|918|tracked||telegram-bot-app|telegram/client/dto|main||Telegram bot: MonitorOverview|ff01f3b|ff01f3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: MonitorOverview||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/command/FaqCommand.java|FaqCommand.java|.java|3398|tracked||telegram-bot-app|telegram/command|main||Telegram bot: FaqCommand|ff01f3b|1a4157a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: FaqCommand||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/command/LinksCommand.java|LinksCommand.java|.java|3852|tracked||telegram-bot-app|telegram/command|main||Telegram bot: LinksCommand|ff01f3b|bb9f165||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: LinksCommand||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/command/SignalsCommand.java|SignalsCommand.java|.java|1809|tracked||telegram-bot-app|telegram/command|main||Telegram bot: SignalsCommand|ff01f3b|1a4157a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: SignalsCommand||Telegram bot class
telegram-bot-app/src/main/java/com/crypto/funding/telegram/command/StatusCommand.java|StatusCommand.java|.java|1596|tracked||telegram-bot-app|telegram/command|main||Telegram bot: StatusCommand|ff01f3b|1a4157a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Telegram bot: StatusCommand||Telegram bot class
